009990527352;1;000000000
009990527352;1;000000000
009990527352;1;000000000
009990527352;1;000000000
009990736846;1;000000000
001960006560;1;000000000
001820028058;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001820028058;1;000000000
001820028058;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001400002359;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001400002359;1;000000000
001960006560;1;000000000
001400002359;1;000000000
001400002359;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001400002359;1;000000000
001400002359;1;000000000
001400002359;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001380007719;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001400002359;1;000000000
001400002359;1;000000000
001400002359;1;000000000
001400002359;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001400002359;1;000000000
001040012828;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001040012828;1;000000000
001960006560;1;000000000
001960006560;1;000000000
001400002359;1;000000000
001040012828;1;000000000
001400002359;1;000000000
001400002359;1;000000000
